PastureID_YearOfSurvey,Point_ID,Year,Site,PercentWtRemovedPlot,ObsID,Date,Lat,Lon,PAST_NAME,Utilization,ShrubOverstory,OthShrubCode,MostAbdPerGrass,OthGrassCode,CheatgrassCover,Subsample,EmployeeYear,Position,Original_Site_Assignment,Start_Date,End_Date,Performance_Rating
17,U_BRBE2846,2018,BRBE,0,108,7/31/2018,42.0133454,-114.7896009,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,10,1,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
786,upahs0367,2016,PAVA,0.530993896,94,8/18/2016,44.35038821,-113.6445647,River,50,ARAR8,NA,STIPA,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0649,2016,PAVA,3.577076182,94,8/15/2016,44.3705446,-113.7057849,River,50,ARAR8,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2535,2016,SHCR,NA,94,7/22/2016,42.1007128,-115.7136986,Slaughterhouse,13,ARTRW8,NA,FEID,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1563,2018,PAVA,0,471057388,8/3/2018,44.34240437,-113.6572145,River,2.5,ARAR8,NA,POSE,NA,0,1,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
17,ubrb33261,2016,BRBE,NA,94,8/4/2016,42.01195959,-114.7192206,China Creek BLM #1,2.5,ARTRW8,NA,ACHY,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
6,U_PAVA2523,2018,PAVA,NA,471057388,8/9/2018,44.38180117,-113.5967377,Goldburg NW - Bear Creek,2.5,ARAR8,NA,PSSP6,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
777,ubibu0510,2016,BIBU,NA,94,7/21/2016,43.31911007,-113.0840551,Sunset,2.5,ARTR4,NA,PSSP6,NA,40,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU0581,2018,BIBU,NA,471057387,8/6/2018,43.34163666,-113.0854864,Sunset North,50,ARTR4,NA,POSE,NA,10,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
12,U_BIBU0978,2018,BIBU,NA,471057387,7/19/2018,43.36855766,-113.0814574,Butte South,30,ARTR4,NA,PSSP6,NA,10,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
843,ushcr2308,2016,SHCR,NA,94,7/25/2016,42.08101453,-115.8677869,East Blackleg,2.5,ARTRW8,NA,FEID,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
776,3122,2015,BIBU,NA,94,7/30/2015,43.348954,-113.126331,Serviceberry,2.5,ARTRW, ,AGCR, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
825,U_JISA1220,2017,JISA,NA,65,8/7/2017,42.1659904,-113.4476432,Kane Springs (Line Canyon),2.5,ARAR8,NA,POSE,NA,0,0,2017,Volunteer,BRBE,4/2/2017,6/10/2017,NA
776,ubibu0010,2016,BIBU,0,94,8/2/2016,43.3534829,-113.1195641,Serviceberry,2.5,ARTR4,NA,AGCR,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2652,2016,SHCR,NA,94,7/18/2016,42.0884603,-115.6987977,Slaughterhouse,13,ARTRW8,NA,POSE,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0298,2016,BIBU,NA,94,7/26/2016,43.3547863,-113.0404742,Sunset,2.5,ARTR4,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA3891,2017,PAVA,NA,69,7/21/2017,44.34975275,-113.7138599,River West,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
786,upahs0535,2016,PAVA,NA,94,8/16/2016,44.36206197,-113.6827511,River,50,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
785,1864,2015,SHCR,NA,94,7/31/2015,42.105043,-115.82439,Tokum-Bambi West,13,ARAR8, ,PSSP6, ,50,0,Currently Employed,NA,All Sites,NA,NA,NA
24,U_SHCR2967,2017,SHCR,0,59,7/24/2017,42.11132304,-115.7125327,Slaughterhouse North,2.5,CHNA,NA,POSE,NA,70,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
21,U_BIBU0555,2018,BIBU,NA,471057387,8/6/2018,43.33795997,-113.0782253,Sunset North,50,ARTRW8,NA,POSE,NA,30,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
795,ushcr2444,2016,SHCR,NA,94,8/4/2016,42.11382165,-115.6920235,Slaughterhouse,2.5,ARTRW8,NA,POSE,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,892,2015,SHCR,NA,94,8/2/2015,42.065079,-115.732561,Slaughterhouse,30,CHRYS9, ,POSE, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2534,2016,SHCR,NA,94,7/29/2016,42.10076141,-115.71731,Slaughterhouse,30,ARTRW8,NA,PSSP6,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
776,2694,2015,BIBU,NA,94,7/29/2015,43.299464,-113.139253,Serviceberry,2.5,ARTR2, ,PSSP6, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
12,U_BIBU1793,2017,BIBU,NA,67,7/26/2017,43.3506378,-113.0853656,Butte South,2.5,ARTR4,NA,POSE,NA,10,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
823,U_SHCR3288,2018,SHCR,NA,113,8/7/2018,42.07683224,-115.8481722,East Blackleg North,2.5,ARTRW8,NA,POSE,NA,50,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
14,U_BRBE3131,2018,BRBE,NA,95,7/25/2018,42.07090981,-114.808574,Browns Creek East,2.5,ARNO4,NA,PSSP6,NA,50,0,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
17,UBRBE2804,2016,BRBE,0,94,7/27/2016,42.06548137,-114.781495,China Creek BLM #1,2.5,ARAR8,NA,ELEL5,NA,10,1,Currently Employed,NA,All Sites,NA,NA,NA
2,U_PAVA3935,2017,PAVA,NA,69,8/3/2017,44.35131545,-113.6459334,River East,13,ARAR8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
777,ubibu0252,2016,BIBU,NA,94,7/25/2016,43.36927071,-113.0526552,Sunset,2.5,ARTR4,NA,STIPA,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
743,U_JISA4051,2018,JISA,0,113,7/23/2018,42.17493377,-113.4232472,Sheep Mountain North,2.5,ARNO4,NA,PSSP6,NA,10,1,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
2,U_PAVA4378,2017,PAVA,NA,2,8/1/2017,44.38567737,-113.6758552,River East,2.5,ARAR8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
17,U_BRBE338,2017,BRBE,NA,1,7/26/2017,42.05475572,-114.7961372,China Creek BLM #1,30,CHNA,NA,AGCR,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
13,U_BIBU4146,2018,BIBU,NA,101,7/25/2018,43.30789574,-113.1414893,Serviceberry,2.5,NoShrubs,NA,POSE,NA,30,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
17,U_BRBE2826,2018,BRBE,0,471057386,7/30/2018,42.00998991,-114.7592982,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,20,1,2018,Research Technician,SHCR,5/14/2018,NA,Average
795,1404,2015,SHCR,NA,94,7/30/2015,42.085651,-115.672631,Slaughterhouse,30,ARTRW, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR940,2017,SHCR,0,13,7/28/2017,42.11738899,-115.7888654,(North) Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,50,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
2,U_PAVA4447,2017,PAVA,NA,67,8/2/2017,44.39106888,-113.6532273,River East,2.5,ATCO,NA,POSE,NA,0,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
5,U_PAVA1957,2018,PAVA,0,98,7/27/2018,44.35632174,-113.5406645,Goldburg NE - Big Gulch,2.5,ARTR4,NA,POSE,NA,0,1,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
17,U_BRBE2857,2018,BRBE,NA,471057383,7/31/2018,42.01378187,-114.723155,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,10,0,2018,IDFG Technician,All Sites,1/29/2018,9/28/2018,Average
786,U_PAVA2367,2018,PAVA,NA,471057388,8/8/2018,44.37485329,-113.6984375,River,2.5,OTHER,GUSA2,POSE,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
775,ubibu1536,2016,BIBU,NA,94,8/2/2016,43.41100844,-113.0636993,Butte,13,ARTRW8,NA,STIPA,NA,40,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1118,2015,SHCR,NA,94,8/2/2015,42.074088,-115.732857,Slaughterhouse,13,CHRYS9, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA4522,2017,PAVA,NA,1,7/21/2017,44.40012181,-113.7097447,River West,2.5,ARTRW8,NA,ELEL5,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
795,1236,2015,SHCR,NA,94,7/27/2015,42.078727,-115.727162,Slaughterhouse,13,ARTRW, ,FEID, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1935,2018,PAVA,NA,471057388,8/1/2018,44.35699582,-113.6723184,River,2.5,ARAR8,NA,POSE,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
795,1420,2015,SHCR,NA,94,7/29/2015,42.086048,-115.70878,Slaughterhouse,13,ARTRW, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2535,2018,PAVA,NA,112,8/2/2018,44.38383213,-113.6834852,River,30,ARTRW8,NA,PSSP6,NA,0,0,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
776,ubibu0166,2016,BIBU,NA,94,8/1/2016,43.31762345,-113.1509671,Serviceberry,2.5,ARTR4,NA,AGCR,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,898,2015,SHCR,NA,94,7/29/2015,42.065379,-115.708333,Slaughterhouse,50,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
13,U_BIBU3472,2017,BIBU,NA,74,7/19/2017,43.31350925,-113.1747679,Serviceberry,13,ARTR4,NA,AGCR,NA,10,0,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
22,U_SHCR0059,2018,SHCR,NA,113,8/3/2018,42.09161483,-115.8280923,Tokum-Bambi West,2.5,ARTRW8,NA,PSSP6,NA,50,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
843,751,2015,SHCR,NA,94,7/27/2015,42.059025,-115.835252,East Blackleg,13,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,2034,2015,SHCR,NA,94,7/27/2015,42.114684,-115.728004,Slaughterhouse,2.5,ARTRW, ,FEID, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1579,2016,BIBU,0,94,8/1/2016,43.40412834,-113.1044859,Butte,13,ARTR4,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2549,2017,PAVA,NA,59,8/10/2017,44.36560829,-113.559252,Goldburg NE - Big Gulch,13,ARNO4,NA,POSE,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
5,U_PAVA1584,2018,PAVA,0,112,7/27/2018,44.34205577,-113.5443492,Goldburg NE - Big Gulch,2.5,ARTRW8,NA,POSE,NA,0,1,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
17,U_BRBE2948,2018,BRBE,NA,471057386,7/30/2018,42.02961778,-114.7595315,China Creek BLM #1,2.5,ARAR8,NA,POSE,NA,10,0,2018,Research Technician,SHCR,5/14/2018,NA,Average
162,3365,2015,BIBU,NA,94,7/22/2015,43.443744,-113.087742,Frenchman,2.5,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE72,2017,BRBE,14.98250207,66,7/28/2017,42.00617349,-114.783487,China Creek BLM #1,30,ARNO4,NA,POSE,NA,10,1,2017,IDFG Technician,All Sites,1/30/2017,9/1/2017,Excellent
743,U_JISA3263,2017,JISA,0,67,8/8/2017,42.17308018,-113.4222947,Sheep Mountain North,13,ARNO4,NA,POSE,NA,40,1,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
843,561,2015,SHCR,NA,94,7/22/2015,42.050449,-115.804644,East Blackleg,30,ARTRW, ,ELEL5, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE2960,2016,BRBE,NA,94,7/31/2016,42.04208133,-114.7810366,China Creek BLM #1,30,ARAR8,NA,POSE,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
2,U_PAVA3791,2017,PAVA,NA,74,8/2/2017,44.34056049,-113.6572425,River East,13,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
576,upahs0185,2016,PAVA,NA,94,8/11/2016,44.3353298,-113.6701761,3-Corner,13,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2486,2017,PAVA,NA,59,8/11/2017,44.35444113,-113.5279923,Goldburg NE - Big Gulch,13,ARTRV,NA,FEID,NA,10,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
24,U_SHCR2993,2017,SHCR,0,13,7/26/2017,42.11504174,-115.7089145,Slaughterhouse North,2.5,ARTRW8,NA,POSE,NA,0,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
775,ubibu1453,2016,BIBU,NA,94,8/1/2016,43.42180373,-113.0597409,Butte,13,CHVI8,NA,STIPA,NA,70,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1882,2018,PAVA,NA,98,8/8/2018,44.35514158,-113.7135719,River,2.5,ARTRW8,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
29,ujisa0940,2016,JISA,NA,94,7/28/2016,42.15536335,-113.3947648,Sheep Mountain South,2.5,ARTRW8,NA,POSE,NA,90,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE178,2017,BRBE,0,68,7/31/2017,42.0225389,-114.765563,China Creek BLM #1,13,ARNO4,NA,POSE,NA,20,1,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
17,UBRBE2816,2016,BRBE,NA,94,8/2/2016,42.0638177,-114.7668818,China Creek BLM #1,2.5,ARNO4,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
29,U_JISA1213,2017,JISA,0,70,8/4/2017,42.16410018,-113.4173986,Sheep Mountain South,2.5,CHVI8,NA,POSE,NA,100,1,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
775,ubibu1985,2016,BIBU,0,94,7/27/2016,43.36246216,-113.0755472,Butte,13,ARTRW8,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
795,344,2015,SHCR,NA,94,7/31/2015,42.033847,-115.707655,Slaughterhouse,30,ARTRW, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
788,U_PAVA1307,2018,PAVA,0,111,8/13/2018,44.30821133,-113.6875939,West River Flat,2.5,ARTRW8,NA,POSE,NA,0,1,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
13,U_BIBU3700,2017,BIBU,12.52041861,74,7/24/2017,43.33999622,-113.1078855,Serviceberry,50,ARTRW8,NA,POSE,NA,20,1,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
13,U_BIBU3621,2017,BIBU,NA,67,7/21/2017,43.3292756,-113.1337421,Serviceberry,13,ARTRW8,NA,STIPA,NA,10,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
777,ubibu0418,2016,BIBU,0,94,7/21/2016,43.33175846,-113.0716983,Sunset,2.5,ARTRW8,NA,POSE,NA,20,1,Currently Employed,NA,All Sites,NA,NA,NA
795,1220,2015,SHCR,NA,94,7/29/2015,42.078249,-115.696774,Slaughterhouse,13,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,627,2015,SHCR,NA,94,7/30/2015,42.053506,-115.677946,Slaughterhouse,13,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0758,2016,BIBU,1.183610982,94,7/22/2016,43.28115356,-113.0663573,Sunset,13,ARTRW8,NA,PSSP6,NA,10,1,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0888,2016,PAVA,NA,94,8/17/2016,44.38989752,-113.6426021,River,70,ARTRV,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0462,2016,PAVA,42.82390309,94,8/18/2016,44.35685387,-113.6749912,River,70,ARAR8,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
795,1996,2015,SHCR,NA,94,7/29/2015,42.112212,-115.709746,Slaughterhouse,30,ARTRW, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0786,2016,BIBU,NA,94,7/22/2016,43.27027254,-113.060317,Sunset,2.5,ARTR4,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
4,U_PAVA583,2017,PAVA,NA,72,8/8/2017,44.34037273,-113.593172,Goldburg SW - Donkey Creek,13,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
24,U_SHCR2923,2017,SHCR,NA,13,7/26/2017,42.1059034,-115.7159695,Slaughterhouse North,2.5,ARTRW8,NA,POSE,NA,10,0,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
781,U_SHCR1105,2017,SHCR,0,59,7/21/2017,42.13939974,-115.7593268,(North) Tokum-Bambi East,2.5,ARTRW8,NA,POSE,NA,20,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
17,81,2015,BRBE,NA,94,7/28/2015,42.003191,-114.790276,China Creek BLM #1,2.5,ARAR8, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA1877,2018,PAVA,NA,471057391,7/24/2018,44.35271667,-113.5291418,Goldburg NE - Big Gulch,30,ARAR8,NA,STIPA,NA,10,0,Currently Employed,Volunteer,All Sites,1/1/2014,NA,NA
15,U_BRBE0214,2018,BRBE,29.01746674,111,7/24/2018,42.11616092,-114.7620083,Corral Creek East,50,ARNO4,NA,ELEL5,NA,10,1,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
18,U_BIBU1726,2017,BIBU,NA,67,7/26/2017,43.34353216,-113.1040646, ,2.5,ARTR4,NA,POSE,NA,10,1,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
576,upahs0029,2016,PAVA,NA,94,8/11/2016,44.31702982,-113.6731677,3-Corner,70,ARAR8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
13,U_BIBU4272,2018,BIBU,NA,101,7/25/2018,43.33313213,-113.1413197,Serviceberry,2.5,ARTRW8,NA,POSE,NA,20,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
22,U_SHCR0187,2018,SHCR,0,109,8/1/2018,42.10328182,-115.7703624,Tokum-Bambi West,2.5,CHVI8,NA,STIPA,NA,10,1,2018,Research Technician,SHCR,4/9/2018,8/25/2018,Excellent
22,U_SHCR0327,2018,SHCR,0,113,8/2/2018,42.11721074,-115.7997639,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,40,1,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
22,U_SHCR625,2017,SHCR,NA,59,7/31/2017,42.08631873,-115.8182608,(North) Tokum-Bambi West,30,ARTRW8,NA,POSE,NA,20,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
795,338,2015,SHCR,NA,94,7/31/2015,42.032057,-115.707576,Slaughterhouse,30,ARTRW, ,FEID, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0343,2016,BIBU,NA,94,7/25/2016,43.34410303,-113.0530357,Sunset,2.5,ARTR4,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2527,2016,SHCR,NA,94,7/28/2016,42.1029637,-115.6847677,Slaughterhouse,13,ARTRW8,NA,POSE,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
840,2353,2015,JISA,NA,94,7/21/2015,42.151997,-113.401772,Sheep Mountain,13,ARAR8, ,POSE, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
843,976,2015,SHCR,NA,94,7/29/2015,42.068455,-115.859667,East Blackleg,13,ARAR8, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA1952,2017,PAVA,NA,471057388,2/10/2017,44.35639727,-113.5592903,Goldburg NE - Big Gulch,30,ARTRW8,NA,PSSP6,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
840,2618,2015,JISA,NA,94,7/20/2015,42.180154,-113.390667,Sheep Mountain,2.5,ARTRW, ,POSE, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA4324,2017,PAVA,NA,2,7/24/2017,44.38215964,-113.7210363,River West,2.5,OTHER,ARTR4 fringe sage,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
786,U_PAVA2423,2018,PAVA,NA,471057388,8/3/2018,44.37662571,-113.6572036,River,2.5,ARTRW8,NA,PSSP6,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
22,U_SHCR0257,2018,SHCR,NA,96,8/2/2018,42.10965904,-115.8213534,Tokum-Bambi West,2.5,ARAR8,NA,PSSP6,NA,10,0,2018,Crew Leader,SHCR,2/20/2018,8/25/2018,Excellent
785,1395,2015,SHCR,NA,94,7/31/2015,42.085176,-115.829771,Tokum-Bambi West,13,CHRYS9, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1024,2015,SHCR,NA,94,7/30/2015,42.070318,-115.678302,Slaughterhouse,30,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
785,1088,2015,SHCR,NA,94,7/29/2015,42.072935,-115.799359,Tokum-Bambi West,13,ARTRW, ,PSSP6, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
13,U_BIBU4205,2018,BIBU,0,101,7/25/2018,43.3204777,-113.1414172,Serviceberry,2.5,ARTR4,NA,POSE,NA,50,1,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
843,618,2015,SHCR,NA,94,7/22/2015,42.053127,-115.80489,East Blackleg,2.5,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA123,2017,PAVA,8.856256193,59,8/13/2017,44.29750966,-113.695174,West River Flat North,13,ARAR8,NA,STIPA,NA,0,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
16,ubrbe1012,2016,BRBE,NA,94,7/27/2016,42.13878461,-114.7684762,Indian Cave South,2.5,ARNO4,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
29,U_JISA1077,2017,JISA,0,70,8/4/2017,42.14780238,-113.4054804,Sheep Mountain South,2.5,CHNA,NA,POSE,NA,100,1,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
3,U_PAVA363,2017,PAVA,0,1,8/10/2017,44.31699711,-113.5972543,Goldburg SE - Summit,2.5,ARTRV,NA,POSE,NA,0,1,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
743,U_JISA3322,2017,JISA,0,68,8/8/2017,42.17832429,-113.396671,Sheep Mountain North,13,ARTRW8,NA,POSE,NA,60,1,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
843,470,2015,SHCR,NA,94,7/29/2015,42.046185,-115.846943,East Blackleg,2.5,ARAR8, ,FEID, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1486,2018,PAVA,NA,471057388,8/8/2018,44.33894181,-113.6986978,River,2.5,ARTRW8,NA,POSE,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
776,2798,2015,BIBU,NA,94,7/22/2015,43.313817,-113.157613,Serviceberry,2.5,ARTR2, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
823,U_SHCR443,2017,SHCR,NA,13,8/2/2017,42.06584344,-115.8599403,East Blackleg (North),2.5,ARTRV,NA,PSSP6,NA,10,0,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
843,ushcr2311,2016,SHCR,NA,94,7/25/2016,42.08116459,-115.8569363,East Blackleg,13,ARTRW8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
13,U_BIBU3415,2017,BIBU,NA,3,7/20/2017,43.30441472,-113.1639136,Serviceberry,30,ARTRT,NA,AGCR,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
788,U_PAVA1243,2018,PAVA,NA,101,8/10/2018,44.3029458,-113.7290375,West River Flat,2.5,ARTRV,NA,PSSP6,NA,10,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
825,U_JISA0398,2018,JISA,0,471057386,7/25/2018,42.16963172,-113.451352,Kane Springs (Line Canyon),2.5,ARNO4,NA,PSSP6,NA,40,1,2018,Research Technician,SHCR,5/14/2018,NA,Average
795,2009,2015,SHCR,NA,94,7/29/2015,42.112999,-115.715797,Slaughterhouse,30,ARAR8, ,POSE, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
3,U_PAVA4476,2018,PAVA,NA,471057388,8/7/2018,44.34032118,-113.5719677,Goldburg SE - Summit,2.5,ARTR4,NA,POSE,NA,10,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
781,U_SHCR845,2017,SHCR,0,13,7/20/2017,42.10710035,-115.7522977,(North) Tokum-Bambi East,2.5,ARTRW8,NA,ELEL5,NA,20,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
823,U_SHCR3138,2018,SHCR,NA,107,8/6/2018,42.06085974,-115.8356034,East Blackleg North,2.5,ARTRW8,NA,ELEL5,NA,10,0,2018,Wildlife Technician,JISA,2/26/2018,8/15/2018,Excellent
12,U_BIBU1963,2017,BIBU,NA,3,7/25/2017,43.37066454,-113.1221238,Butte South,2.5,ARTRW8,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
17,151,2015,BRBE,NA,94,7/29/2015,42.011231,-114.73644,China Creek BLM #1,2.5,ARAR8, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
788,U_PAVA1193,2018,PAVA,NA,98,8/10/2018,44.29748401,-113.6950377,West River Flat,13,ARTRW8,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
17,ubrbe3354,2016,BRBE,NA,94,8/4/2016,42.00279516,-114.7334756,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,2065,2015,SHCR,NA,94,7/27/2015,42.116534,-115.721958,Slaughterhouse,13,ARTRW, ,POSE, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
