"","PointID","AvgMaxHt","SdMaxHt","AvgMaxLeaf","SdMaxLeaf","AvgEff_Ht","SdEff_Ht","AvgRemoved","SdRemoved","n","TheorID","Year","Date","PastureName","PastureID_YearOfSurvey","ObsID1","ObsID2","StartTime","EndTime","New_YearOfSurveyID","New_CurrentYearID","Site","Treatment","ALLOT_NAME","PAST_NAME","Area_ha","StudyPasture_Yes_No","YearStudyStart","YearStudyEnd","ADMIN_ORG_","Shape_Length","Shape_Area","PreTrt_Pasture_Yes_No","Grazed2018","CombinedPasture","Pst_2015Earlier","Pst_2016","DomShrub","Pst_2018","Pst_2019","Comment","Position","HomeState","Original_Site_Assignment","Start_Date","End_Date","Performance_Rating","minsatplot","daysemployeed","AvgShrubHt","PctShrubCover","Species"
"43","BIBU087_16",34,18.969449122207,16.9803921568627,8.35341893137997,7.70588235294118,5.36393183270279,2.15686274509804,6.42299789512532,51,"BIBU087",2016,2016-07-28,"Serviceberry",776,83,94,1899-12-30 09:47:00,1899-12-30 10:37:00,776,12,"BIBU","Spring Even Years","Big Butte","Butte South",1711.4171143,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19299.3565395558,17114170.7387816,"No","Yes","No",0,0,1,1,1,"Includes a small section of Serviceberry.Study originally began 2017, currently on hold ","Volunteer","WI","JISA",2016-05-25,2016-08-05,"Excellent",50,72,NA,NA,NA
"44","BIBU087_18",43.0847457627119,16.2335201693724,23.4237288135593,17.5147262077398,5.66101694915254,5.27717978983003,9.5593220338983,20.2325030296002,59,"BIBU087",2018,2018-07-31,"Butte South",NA,471057387,94,1899-12-30 13:07:00,1899-12-30 14:21:00,12,12,"BIBU","Spring Even Years","Big Butte","Butte South",1711.4171143,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19299.3565395558,17114170.7387816,"No","Yes","No",0,0,1,1,1,"Includes a small section of Serviceberry.Study originally began 2017, currently on hold ","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",74,NA,47.2105263157895,14.1333333333333,"ARTRW8"
"45","BIBU088_15",30.9016393442623,16.5898612793405,11.7213114754098,6.91648067430487,1.77049180327869,1.1164443951365,0.0819672131147541,0.640184399664481,61,"BIBU088",2015,2015-07-22,"Serviceberry",776,32,32,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Technician","81","BIBU",NA,NA,NA,NA,NA,NA,13.4666666666667,"ARTRW8"
"46","BIBU088_16",30.7042253521127,19.2490403220503,16.8169014084507,14.1151487610752,4.02816901408451,3.37203554881243,1.02816901408451,5.83088288092173,71,"BIBU088",2016,2016-08-03,"Serviceberry",776,41,94,1899-12-30 14:01:00,1899-12-30 14:40:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician",NA,"All Sites",NA,NA,NA,39,NA,NA,12.7166666666667,"CHVI8"
"47","BIBU088_17",39.6029411764706,18.0943956903643,25.0441176470588,16.9639070967143,1.48529411764706,1.38749906073733,4.11764705882353,13.6573520868003,68,"BIBU088",2017,2017-07-27,"Serviceberry",13,74,94,1899-12-30 09:15:00,1899-12-30 09:56:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",41,100,33.96,22.2666666666667,"ARTR4"
"48","BIBU088_18",38.7123287671233,20.5057440814728,19.8493150684932,15.6166499758686,2.23287671232877,2.96048301213579,0.164383561643836,1.17867273082595,73,"BIBU088",2018,2018-07-24,"Serviceberry",NA,101,94,1899-12-30 08:20:00,1899-12-30 09:21:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Wildlife Technician","CT","BIBU",2018-02-26,2018-08-15,"Excellent",61,169.958333333333,44.8571428571429,11.1333333333333,"ARTRW8"
"49","BIBU089_15",33.6049382716049,15.4261782470138,13.4320987654321,10.0435778878905,2.32098765432099,1.99891946119539,0.185185185185185,1.23603308118261,81,"BIBU089",2015,2015-07-28,"Serviceberry",776,60,60,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Wildlife Technician",NA,"BIBU",NA,NA,NA,NA,NA,NA,17.8333333333333,"ARTR4"
"50","BIBU089_16",35.012987012987,21.009705468071,18.1948051948052,14.2404529062354,4.90909090909091,4.76605822507286,0,0,77,"BIBU089",2016,2016-07-25,"Serviceberry",776,37,94,1899-12-30 14:21:00,1899-12-30 15:12:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader",NA,"BIBU",NA,NA,NA,51,NA,NA,12.8333333333333,"ARTR4"
"51","BIBU089_17",45.9615384615385,22.2386362679222,30,19.0078589351537,1.70512820512821,1.22854548524831,0.192307692307692,1.25933080876872,78,"BIBU089",2017,2017-08-04,"Serviceberry",13,74,3,1899-12-30 07:53:00,1899-12-30 08:22:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",29,100,56.75,15.45,"ARTR4"
"52","BIBU089_18",40.8101265822785,18.3422420891113,20,15.2534149181967,3.46835443037975,3.72047502838968,0.151898734177215,0.622002712396937,79,"BIBU089",2018,2018-08-01,"Serviceberry",NA,101,471057387,1899-12-30 08:00:00,1899-12-30 08:35:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Wildlife Technician","CT","BIBU",2018-02-26,2018-08-15,"Excellent",35,169.958333333333,37.4545454545455,18.7166666666667,"ARTR4"
"53","BIBU090_15",28.4567901234568,13.2221872081703,11.2469135802469,6.54127446335485,2.41975308641975,1.5400016033341,0.617283950617284,2.66724530759063,81,"BIBU090",2015,2015-07-30,"Serviceberry",776,60,60,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Wildlife Technician",NA,"BIBU",NA,NA,NA,NA,NA,NA,10.9,"ARTRW8"
"54","BIBU090_16",26.7790697674419,16.8616523946329,16.1976744186047,9.3315653657413,3.96511627906977,3.05420702876465,0.872093023255814,3.18007218426363,86,"BIBU090",2016,2016-08-05,"Serviceberry",776,41,83,1899-12-30 10:15:00,1899-12-30 10:38:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician",NA,"All Sites",NA,NA,NA,23,NA,NA,11.7833333333333,"ARTRW8"
"55","BIBU090_17",45.5555555555556,16.7399223415164,26.6296296296296,12.735231097672,1.55555555555556,1,3.76543209876543,11.8197626931955,81,"BIBU090",2017,2017-07-28,"Serviceberry",13,74,94,1899-12-30 09:28:00,1899-12-30 10:16:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",48,100,36.2083333333333,14.5166666666667,"ARTRW8"
"56","BIBU090_18",42.1071428571429,15.4217948240081,20.5833333333333,14.0062020112205,2.55952380952381,2.68126561770357,0,0,84,"BIBU090",2018,2018-07-24,"Serviceberry",NA,101,94,1899-12-30 11:45:00,1899-12-30 12:52:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Wildlife Technician","CT","BIBU",2018-02-26,2018-08-15,"Excellent",67,169.958333333333,38.9666666666667,18.4833333333333,"ARTRW8"
"57","BIBU091_15",45.5802469135802,16.1569367436489,16.3086419753086,8.21529362729757,3.09876543209877,1.27087507521004,0.246913580246914,1.56149659139502,81,"BIBU091",2015,2015-07-22,"Serviceberry",776,61,61,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Project Field Coordinator","WI","All Sites",NA,2016-08-29,"Excellent",NA,NA,NA,5.2,"ARTR4"
"58","BIBU091_16",37.4096385542169,12.0487183252991,20.3734939759036,8.61749616085092,4.44578313253012,2.41061176350448,0,0,83,"BIBU091",2016,2016-07-25,"Serviceberry",776,37,94,1899-12-30 13:11:00,1899-12-30 14:05:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader",NA,"BIBU",NA,NA,NA,54,NA,NA,15.05,"ARTR4"
"59","BIBU092_15",43.6923076923077,18.339020702308,15.1282051282051,7.65380641124092,2.75641025641026,1.3012072060745,0.576923076923077,3.2213541992651,78,"BIBU092",2015,2015-07-21,"Serviceberry",776,61,61,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Project Field Coordinator","WI","All Sites",NA,2016-08-29,"Excellent",NA,NA,NA,14.05,"ARTR4"
"60","BIBU092_16",36.6296296296296,13.4475317850939,20.7037037037037,9.63774408827663,3.81481481481481,2.22548371770673,0.740740740740741,4.75073093791308,81,"BIBU092",2016,2016-07-29,"Serviceberry",776,37,94,1899-12-30 08:21:00,1899-12-30 09:07:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader",NA,"BIBU",NA,NA,NA,46,NA,NA,11.3,"ARTR4"
"61","BIBU092_17",53.3086419753086,14.5031392940534,34.7407407407407,14.0523821626244,1.64197530864198,0.926129607227151,0,0,81,"BIBU092",2017,2017-08-04,"Serviceberry",13,74,3,1899-12-30 09:49:00,1899-12-30 10:20:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",31,100,39.5833333333333,14.8666666666667,"ARTR4"
"62","BIBU092_18",38.9753086419753,12.5548549460378,22.0493827160494,14.2503519558009,3.48148148148148,2.70698684477368,0.864197530864197,2.17803286487918,81,"BIBU092",2018,2018-07-23,"Serviceberry",NA,471057387,94,1899-12-30 10:25:00,1899-12-30 12:04:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",99,NA,35.1818181818182,18.0333333333333,"ARTR4"
"63","BIBU093_15",42.7777777777778,20.3853894386176,16.8148148148148,10.944043118157,2.81481481481481,1.81948929937532,0.185185185185185,0.962250448649375,27,"BIBU093",2015,2015-07-20,"Serviceberry",776,61,61,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Project Field Coordinator","WI","All Sites",NA,2016-08-29,"Excellent",NA,NA,NA,30.4833333333333,"ARTR4"
"64","BIBU093_16",30.7115384615385,20.6210786299174,22.4230769230769,16.3483478254354,3.57692307692308,2.94622492815809,3.96153846153846,11.8899554550882,52,"BIBU093",2016,2016-07-29,"Serviceberry",776,37,94,1899-12-30 07:19:00,1899-12-30 08:01:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader",NA,"BIBU",NA,NA,NA,42,NA,NA,19.4,"ARTR4"
"65","BIBU093_17",55.98,26.4115698209736,40.16,22.366483671707,2.06,2.95828135433879,0.5,1.82107839771171,50,"BIBU093",2017,2017-07-29,"Serviceberry",13,74,94,1899-12-30 10:05:00,1899-12-30 10:53:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",48,100,46.0285714285714,33.35,"ARTR4"
"66","BIBU093_18",40.0869565217391,18.5614009133129,28.2608695652174,22.3402325488828,1.58695652173913,1.34290045889935,1.30434782608696,6.18553712827087,46,"BIBU093",2018,2018-07-20,"Serviceberry",NA,97,94,1899-12-30 11:10:00,1899-12-30 12:08:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",58,185.958333333333,41.6071428571429,35.6,"ARTR4"
"67","BIBU094_15",31.1025641025641,17.362686658153,11.7179487179487,9.07845546204024,1.8974358974359,1.72893139790955,0,0,39,"BIBU094",2015,2015-07-22,"Serviceberry",776,32,32,NA,NA,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Technician","81","BIBU",NA,NA,NA,NA,NA,NA,22.6,"CHVI8"
"68","BIBU094_16",25.3230769230769,16.1575327752914,16.6153846153846,8.86653171287311,3.44615384615385,2.36531425786544,0.953846153846154,4.82969580185559,65,"BIBU094",2016,2016-08-03,"Serviceberry",776,41,94,1899-12-30 13:14:00,1899-12-30 13:45:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician",NA,"All Sites",NA,NA,NA,31,NA,NA,14.0666666666667,"ARTR4"
"69","BIBU094_17",46.0555555555556,13.8847255105714,26.7638888888889,11.5337753314312,1.40277777777778,0.914048758557412,2.29166666666667,10.0679906942606,72,"BIBU094",2017,2017-07-28,"Serviceberry",13,74,94,1899-12-30 08:23:00,1899-12-30 09:17:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",54,100,44.2333333333333,24.8,"ARTRW8"
"70","BIBU094_18",36.9428571428571,14.1102139121263,19.1142857142857,9.50292534234126,1.67142857142857,1.247855302967,0,0,70,"BIBU094",2018,2018-07-24,"Serviceberry",NA,101,94,1899-12-30 10:01:00,1899-12-30 11:09:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Wildlife Technician","CT","BIBU",2018-02-26,2018-08-15,"Excellent",68,169.958333333333,32.8235294117647,20.0333333333333,"ARTR4"
"71","BIBU095_17",48.134328358209,13.541066072337,31.6567164179104,13.0006436190395,1.44776119402985,0.680543056094582,0.671641791044776,4.4292008298286,67,"BIBU095",2017,2017-08-04,"Serviceberry",13,74,3,1899-12-30 08:51:00,1899-12-30 09:23:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",32,100,34.8461538461538,15.4,"ARTR4"
"72","BIBU095_18",48.0461538461538,13.0544900910936,25.6307692307692,15.9447965951761,3.66153846153846,3.20291333728433,1.87692307692308,6.59428657131425,65,"BIBU095",2018,2018-07-23,"Serviceberry",NA,471057387,94,1899-12-30 08:01:00,1899-12-30 09:52:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Research Technician","AL","BIBU",2018-04-09,NA,"Poor",111,NA,36.5675675675676,21.9166666666667,"ARTR4"
"73","BIBU096_16",25.4057971014493,14.8910937067012,16.9855072463768,11.7266573563664,3.21739130434783,2.68366280218019,2.17391304347826,8.97210795898164,69,"BIBU096",2016,2016-08-05,"Serviceberry",776,41,83,1899-12-30 11:24:00,1899-12-30 11:52:00,776,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician",NA,"All Sites",NA,NA,NA,28,NA,NA,26.7333333333333,"ARTRT"
"74","BIBU097_17",54.8666666666667,23.2177316519737,34.8666666666667,17.9265267232769,1.70666666666667,1.53141281998853,3.82666666666667,13.4961188948981,75,"BIBU097",2017,2017-08-07,"Serviceberry",13,74,67,1899-12-30 07:50:00,1899-12-30 08:30:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",40,100,43.21875,21.9833333333333,"ARTR4"
"75","BIBU097_18",49.6825396825397,16.1033210327774,30.5238095238095,15.8377429383889,1.57142857142857,1.10299132442243,0.396825396825397,2.58743665990532,63,"BIBU097",2018,2018-07-20,"Serviceberry",NA,97,94,1899-12-30 08:15:00,1899-12-30 09:20:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",65,185.958333333333,38.9047619047619,23.9,"ARTR4"
"76","BIBU098_17",40.2911392405063,17.3006238947337,26.0759493670886,15.0441846264371,1.73417721518987,1.14027505408185,0.759493670886076,4.08943350685773,79,"BIBU098",2017,2017-07-28,"Serviceberry",13,74,94,1899-12-30 13:24:00,1899-12-30 14:05:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Range Technician","NE","BIBU",2017-05-01,2017-08-09,"Excellent",41,100,46.9642857142857,19.8,"ARTRW8"
"77","BIBU098_18",45.9166666666667,12.6721479368469,28.452380952381,14.7871686170324,3.42857142857143,2.72554057547699,0.952380952380952,5.88423411585867,84,"BIBU098",2018,2018-07-25,"Serviceberry",NA,97,94,1899-12-30 10:30:00,1899-12-30 11:24:00,13,13,"BIBU","Spring Odd Years","Big Butte","Serviceberry",1934.5279541,"Yes",2017,NA,"Idaho Falls District Office - Upper Snake Field Office",19142.6671566359,19345279.0559389,"No","No","No",0,0,1,1,1,"Study originally began 2017, re-start in 2018","Crew Leader","MS","BIBU",2018-02-20,2018-08-25,"Excellent",54,185.958333333333,44.1290322580645,16.35,"ARTRW8"
